Time (BTJD),Normalised flux,batman model,GP model
2714.9117040266224,1.0009851,1.0,0.0005067112463255086
2714.913092878555,0.9996133,1.0,0.0005063121371935431
2714.9144817304864,1.0018617,1.0,0.0005059121912911468
2714.915870582419,0.99664676,1.0,0.0005055114527918736
2714.9172594343513,1.0029528,1.0,0.0005051099662594094
2714.9186482867494,0.99962646,1.0,0.000504707769206858
2714.9200371386823,0.99883646,1.0,0.0005043049025421631
2714.9214259906144,0.99978805,1.0,0.0005039014051348989
2714.922814842546,1.0039825,1.0,0.0005034973110802365
2714.924203694479,0.9981021,1.0,0.0005030926538367453
2714.9255925464113,0.99414545,1.0,0.0005026874732609876
2714.926981398344,1.0022036,1.0,0.0005022818017750286
2714.9283702502757,1.0004184,1.0,0.0005018756562709115
2714.9297591026734,1.0001435,1.0,0.0005014690536997435
2714.9311479546063,0.99657017,1.0,0.0005010620120149412
2714.932536806539,1.0015439,1.0,0.0005006545455215061
2714.933925658471,1.0040532,1.0,0.0005002466597210375
2714.935314510403,0.99939257,1.0,0.0004998383623535663
2714.9367033623353,0.99990654,1.0,0.0004994296695439715
2714.9380922142677,1.0004827,1.0,0.0004990205965411665
2714.9394810662006,0.99922097,1.0,0.0004986111565101758
2714.9408699181326,1.0006183,1.0,0.0004982013614656111
2714.942258770064,1.0039793,1.0,0.0004977912204451318
2714.943647621997,0.99724627,1.0,0.0004973807440706857
2714.945036473929,1.0010597,1.0,0.0004969699493508895
2714.9464253258607,1.0054137,1.0,0.0004965588479604044
2714.947814177793,1.0042818,1.0,0.0004961474538904831
2714.9492030301903,1.0023544,1.0,0.0004957357952355412
2714.9505918821233,1.0050021,1.0,0.0004953239135216947
2714.9519807340557,0.99893117,1.0,0.0004949118591826007
2714.9533695859877,1.0009526,1.0,0.0004944996936466772
2714.9547584379197,1.0025496,1.0,0.0004940874775598569
2714.956147289852,1.0020832,1.0,0.0004936752729356453
2714.957536141785,0.9999727,1.0,0.0004932631478973271
2714.9589249937176,0.9977915,1.0,0.0004928511752428921
2714.960313845649,1.0005522,1.0,0.0004924394258765119
2714.9617026975816,0.9987977,1.0,0.0004920279639881731
2714.963091549514,0.9975036,1.0,0.0004916168512889563
2714.9644804014465,1.0009698,1.0,0.0004912061437218895
2714.9658692533794,0.9981859,1.0,0.0004907958893960451
2714.9672581053114,1.0004886,1.0,0.0004903861344067728
2714.968646957243,0.9999346,1.0,0.0004899769196564652
2714.970035809176,0.999816,1.0,0.000489568284341102
2714.9714246606427,0.99971294,1.0,0.0004891602660710426
2714.9728135125747,1.003777,1.0,0.0004887528996508905
2714.9742023645067,0.998838,1.0,0.0004883462200044875
2714.975591216439,1.004624,1.0,0.0004879402682942402
2714.976980068372,1.0008011,1.0,0.000487535086162616
2714.9783689203045,0.9980165,1.0,0.0004871307242744205
